Hours_Studied,Attendance,Sleep_Hours,Previous_Scores,Tutoring_Sessions,Physical_Activity,Study_Efficiency,Wellness,Study_Intensity,Attendance_Study_Balance,Score_Consistency,Parental_Involvement_Low,Parental_Involvement_Medium,Access_to_Resources_Low,Access_to_Resources_Medium,Extracurricular_Activities_Yes,Motivation_Level_Low,Motivation_Level_Medium,Internet_Access_Yes,Family_Income_Low,Family_Income_Medium,Teacher_Quality_Low,Teacher_Quality_Medium,School_Type_Public,Peer_Influence_Neutral,Peer_Influence_Positive,Learning_Disabilities_Yes,Parental_Education_Level_High School,Parental_Education_Level_Postgraduate,Distance_from_Home_Moderate,Distance_from_Home_Near,Gender_Male,Risk_Factor,Motivation_Adjusted_Study,Exam_Score
26,93,4,69,2,3,1794,12,5.2,2418,43,True,False,False,True,False,False,True,True,True,False,False,True,True,True,False,False,True,False,False,True,True,True,26,70
17,66,9,89,1,4,1513,36,1.7,1122,72,False,True,False,True,True,False,True,False,False,True,False,False,True,False,True,False,True,False,True,False,False,False,17,64
24,95,4,63,3,3,1512,12,4.8,2280,39,False,True,True,False,False,True,False,True,True,False,False,True,True,False,True,False,True,False,False,True,False,True,0,70
19,89,10,74,1,2,1406,20,1.7272727272727273,1691,55,False,True,True,False,False,False,True,True,True,False,False,True,True,False,True,False,True,False,True,False,False,True,19,66
22,67,8,53,0,3,1166,24,2.4444444444444446,1474,31,True,False,False,False,True,False,True,True,False,True,False,False,True,False,False,False,True,False,False,False,True,True,22,62
13,83,5,59,4,2,767,10,2.1666666666666665,1079,46,True,False,True,False,False,False,False,True,True,False,False,True,False,True,False,False,True,False,False,True,False,True,26,63
21,73,9,60,2,3,1260,27,2.1,1533,39,True,False,False,True,True,False,False,True,False,True,False,True,True,False,True,False,False,False,False,True,True,True,42,66
2,67,6,73,1,2,146,12,0.2857142857142857,134,71,False,True,False,True,False,True,False,True,True,False,False,True,False,False,True,False,False,False,True,False,True,False,0,58
19,94,6,91,1,3,1729,18,2.7142857142857144,1786,72,False,True,False,False,True,False,True,True,True,False,False,True,True,False,False,False,True,False,True,False,True,False,19,70
10,76,4,68,1,6,680,24,2.0,760,58,False,True,True,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,False,True,True,True,10,63
27,76,6,69,0,1,1863,6,3.857142857142857,2052,42,False,True,False,False,True,False,False,True,False,True,False,False,True,True,False,False,True,False,False,True,True,False,54,70
25,67,6,65,1,3,1625,18,3.5714285714285716,1675,40,False,False,False,True,True,False,True,True,True,False,False,True,True,False,False,False,True,False,False,True,True,False,25,65
23,75,8,66,5,3,1518,24,2.5555555555555554,1725,43,False,True,True,False,True,False,True,True,False,True,True,False,True,True,False,False,True,False,False,True,True,True,23,67
29,95,9,70,1,2,2030,18,2.9,2755,41,False,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,29,73
14,75,5,95,0,3,1330,15,2.3333333333333335,1050,81,False,True,False,True,True,False,True,True,False,True,False,True,True,False,True,False,False,False,True,False,True,False,14,82
30,98,7,51,0,2,1530,14,3.75,2940,21,True,False,False,True,False,False,False,True,True,False,False,True,True,False,True,False,True,False,False,True,True,True,60,71
26,98,4,81,1,4,2106,16,5.2,2548,55,False,True,False,True,True,True,False,True,True,False,False,True,True,False,True,False,False,True,False,True,True,False,0,73
19,66,7,94,1,4,1786,28,2.375,1254,75,False,True,False,False,False,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,False,False,0,65
27,67,10,71,1,3,1917,30,2.4545454545454546,1809,44,False,False,False,True,True,False,True,True,True,False,False,False,True,True,False,False,True,False,False,True,False,False,27,67
13,95,4,83,1,4,1079,16,2.6,1235,70,False,True,False,True,True,True,False,False,True,False,False,False,True,True,False,False,False,False,True,False,True,False,0,67
15,76,5,79,4,4,1185,20,2.5,1140,64,False,False,False,False,True,False,True,True,False,True,False,True,True,True,False,False,False,True,True,False,False,False,15,69
16,60,8,67,0,3,1072,24,1.7777777777777777,960,51,False,True,False,False,True,True,False,True,True,False,False,True,True,True,False,False,True,False,False,True,True,False,0,61
17,71,8,57,3,4,969,32,1.8888888888888888,1207,40,False,True,True,False,False,False,True,True,False,True,False,False,False,False,True,False,True,False,False,True,False,True,17,64
14,84,6,61,1,2,854,12,2.0,1176,47,True,False,False,False,False,True,False,True,False,False,False,True,True,False,True,False,False,False,False,False,True,True,0,64
27,92,9,53,2,2,1431,18,2.7,2484,26,True,False,False,True,True,True,False,True,True,False,False,True,True,False,False,False,False,False,False,False,True,True,0,68
18,65,6,88,1,1,1584,6,2.5714285714285716,1170,70,False,True,True,False,False,False,True,True,False,True,False,True,False,False,True,True,False,False,False,True,True,True,18,62
22,64,10,77,5,3,1694,30,2.0,1408,55,False,True,False,True,True,False,False,True,False,True,False,True,True,True,False,True,True,False,False,True,True,True,44,66
17,97,8,89,1,4,1513,32,1.8888888888888888,1649,72,False,False,True,False,True,False,True,True,True,False,False,True,True,True,False,False,False,False,False,True,True,True,17,70
9,90,9,65,3,3,585,27,0.9,810,56,False,False,False,True,True,True,False,True,False,True,False,True,True,False,True,False,True,False,False,True,False,False,0,67
22,84,8,90,2,2,1980,16,2.4444444444444446,1848,68,False,True,False,True,True,False,True,True,False,True,False,True,True,False,True,False,False,False,False,True,False,False,22,70
9,91,8,65,0,4,585,32,1.0,819,56,False,True,False,True,False,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,18,65
20,77,8,56,1,4,1120,32,2.2222222222222223,1540,36,True,False,False,True,False,False,True,True,False,True,False,False,True,False,True,False,False,False,True,False,True,True,20,65
12,90,9,77,3,3,924,27,1.2,1080,65,False,True,False,False,True,False,True,True,False,True,False,True,True,False,True,False,False,True,False,True,True,False,12,70
32,75,7,97,1,3,3104,21,4.0,2400,65,False,False,False,True,True,False,False,True,False,True,False,True,False,True,False,False,False,False,True,False,True,False,64,72
25,70,6,71,0,2,1775,12,3.5714285714285716,1750,46,False,True,False,True,False,True,False,True,True,False,False,True,True,True,False,False,False,False,False,True,False,False,0,65
21,89,7,76,1,2,1596,14,2.625,1869,55,False,False,False,False,True,False,True,True,False,True,False,True,True,False,True,False,True,False,False,True,True,False,21,71
28,77,6,73,3,3,2044,18,4.0,2156,45,False,False,False,False,True,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,0,71
15,99,6,73,1,5,1095,30,2.142857142857143,1485,58,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,True,False,30,72
23,74,9,61,0,4,1403,36,2.3,1702,38,True,False,True,False,False,True,False,True,False,True,True,False,True,False,True,False,False,True,False,True,True,True,0,64
21,97,8,71,2,1,1491,8,2.3333333333333335,2037,50,False,True,False,True,False,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,True,False,42,72
22,97,8,75,1,4,1650,32,2.4444444444444446,2134,53,True,False,False,True,False,False,True,True,False,True,False,True,False,False,True,False,False,True,False,True,True,True,22,71
28,70,9,87,0,3,2436,27,2.8,1960,59,False,True,False,True,True,True,False,True,True,False,False,True,True,True,False,False,True,False,True,False,True,False,0,66
24,92,8,57,3,3,1368,24,2.6666666666666665,2208,33,False,False,True,False,False,False,True,True,False,True,False,True,False,False,True,False,False,False,False,True,False,True,24,71
22,77,10,79,2,2,1738,20,2.0,1694,57,False,True,False,True,True,False,False,True,False,True,True,False,True,True,False,False,True,False,False,True,True,False,44,67
10,97,4,83,1,2,830,8,2.0,970,73,False,False,False,False,False,True,False,True,True,False,False,False,True,True,False,False,False,True,False,True,True,False,0,69
14,78,6,69,0,5,966,30,2.0,1092,55,False,False,False,True,True,False,False,True,False,True,False,True,True,False,True,False,False,False,True,False,False,False,28,67
19,90,6,77,0,4,1463,24,2.7142857142857144,1710,58,False,False,False,True,True,False,True,True,False,False,False,True,True,True,False,False,False,True,False,True,True,False,19,71
21,79,5,86,1,2,1806,10,3.5,1659,65,False,True,True,False,False,True,False,True,False,False,False,True,False,False,True,False,True,False,True,False,False,True,0,66
13,69,7,73,1,2,949,14,1.625,897,60,False,False,False,False,False,True,False,True,False,True,True,False,False,False,True,False,True,False,False,False,True,False,0,62
34,68,7,67,0,2,2278,14,4.25,2312,33,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,False,True,False,True,False,True,False,68,67
29,77,10,91,2,4,2639,40,2.6363636363636362,2233,62,False,True,True,False,True,False,False,True,True,False,False,True,True,False,False,False,False,True,False,True,False,True,58,70
24,90,8,99,0,3,2376,24,2.6666666666666665,2160,75,False,False,False,False,False,False,False,True,True,False,False,True,True,True,False,False,False,False,True,False,False,False,48,72
20,84,6,61,3,2,1220,12,2.857142857142857,1680,41,False,False,False,False,False,False,True,True,False,True,False,True,False,True,False,False,True,False,False,True,True,False,20,69
19,88,8,94,1,3,1786,24,2.111111111111111,1672,75,False,True,False,False,False,False,False,True,False,True,False,True,True,True,False,False,True,False,True,False,True,False,38,70
14,71,4,77,0,3,1078,12,2.8,994,63,False,False,False,False,False,False,True,True,False,True,False,True,True,False,False,False,True,False,False,True,False,False,14,64
20,79,7,72,1,3,1440,21,2.5,1580,52,False,True,False,True,True,True,False,False,False,True,False,True,True,False,False,False,True,False,False,True,True,False,0,65
22,62,7,95,2,2,2090,14,2.75,1364,73,False,True,False,False,True,False,True,True,False,True,False,True,True,False,False,False,True,False,False,True,True,False,22,66
13,93,6,96,2,3,1248,18,1.8571428571428572,1209,83,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,True,26,68
22,100,7,64,2,3,1408,21,2.75,2200,42,False,True,False,True,True,False,True,True,True,False,False,True,False,False,True,False,False,False,False,True,False,False,22,72
19,76,6,68,2,3,1292,18,2.7142857142857144,1444,49,False,True,True,False,True,False,True,True,False,False,False,True,True,False,True,False,True,False,True,False,False,True,19,65
9,60,6,93,3,2,837,12,1.2857142857142858,540,84,False,True,True,False,True,False,True,True,True,False,False,False,False,True,False,False,True,False,True,False,False,True,9,60
15,67,8,75,0,4,1125,32,1.6666666666666667,1005,60,False,True,False,True,False,False,True,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,15,63
18,86,9,64,3,3,1152,27,1.8,1548,46,True,False,True,False,True,True,False,True,True,False,False,False,True,False,True,False,True,False,False,True,False,True,0,66
31,84,8,98,1,4,3038,32,3.4444444444444446,2604,67,True,False,False,True,True,True,False,True,False,True,False,True,True,False,True,False,False,True,False,True,False,True,0,73
23,92,6,61,4,4,1403,24,3.2857142857142856,2116,38,False,True,False,True,True,True,False,True,True,False,False,True,True,False,True,False,False,False,False,True,True,False,0,71
12,70,6,81,1,2,972,12,1.7142857142857142,840,69,False,True,False,True,True,True,False,True,True,False,False,True,True,False,False,True,True,False,False,False,True,True,0,59
23,91,6,71,5,3,1633,18,3.2857142857142856,2093,48,False,True,True,False,True,False,True,True,True,False,False,False,True,True,False,False,True,False,True,False,False,True,23,70
11,88,7,73,1,3,803,21,1.375,968,62,False,True,True,False,True,True,False,True,False,True,True,False,False,True,False,True,False,False,False,True,False,True,0,63
26,73,6,55,1,4,1430,24,3.7142857142857144,1898,29,False,True,False,True,False,False,True,True,False,True,True,False,True,False,True,False,False,True,False,True,True,False,26,67
17,82,9,63,2,2,1071,18,1.7,1394,46,True,False,False,True,True,False,True,True,True,False,False,True,False,True,False,False,False,False,True,False,True,True,17,65
19,66,7,58,5,4,1102,28,2.375,1254,39,False,True,True,False,False,False,True,True,False,True,True,False,True,False,True,False,False,False,True,False,False,True,19,64
28,78,8,87,2,2,2436,16,3.111111111111111,2184,59,False,False,False,True,False,True,False,True,True,False,False,True,True,False,True,False,False,True,False,True,True,False,0,71
12,95,5,85,2,2,1020,10,2.0,1140,73,False,True,False,False,True,False,True,True,False,False,False,True,True,False,False,False,False,False,False,True,True,False,12,70
12,77,6,90,2,2,1080,12,1.7142857142857142,924,78,False,True,True,False,True,False,True,True,False,True,True,False,True,True,False,False,True,False,False,True,False,True,12,63
16,94,8,85,3,2,1360,16,1.7777777777777777,1504,69,True,False,False,True,False,False,True,True,True,False,False,False,True,True,False,False,True,False,False,True,False,True,16,68
26,84,8,56,1,2,1456,16,2.888888888888889,2184,30,False,True,False,True,True,False,True,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,26,67
11,68,5,99,1,4,1089,20,1.8333333333333333,748,88,False,True,False,False,True,False,True,True,False,False,False,True,True,True,False,False,False,True,False,True,False,False,11,66
3,83,7,59,2,5,177,35,0.375,249,56,False,False,True,False,True,True,False,True,False,True,False,False,True,False,True,False,True,False,True,False,True,True,0,63
17,80,7,68,0,5,1156,35,2.125,1360,51,False,True,False,True,True,False,True,True,False,True,False,True,False,False,False,True,False,False,False,True,False,True,17,65
23,76,6,85,2,3,1955,18,3.2857142857142856,1748,62,False,True,False,False,True,True,False,True,True,False,False,True,True,False,True,True,True,False,False,False,True,True,0,66
27,65,8,57,2,4,1539,32,3.0,1755,30,False,True,False,True,True,False,True,True,True,False,True,False,True,False,False,False,False,True,False,True,False,False,27,65
17,77,5,59,2,4,1003,20,2.8333333333333335,1309,42,True,False,False,True,True,False,True,True,False,True,False,False,False,True,False,False,True,False,False,True,True,True,17,65
18,63,6,94,2,2,1692,12,2.5714285714285716,1134,76,False,False,True,False,False,False,True,True,False,True,False,False,True,True,False,True,True,False,False,True,True,True,18,63
27,64,8,67,0,3,1809,24,3.0,1728,40,False,True,False,False,False,False,True,True,True,False,False,True,True,False,True,False,True,False,False,True,True,False,27,65
9,77,7,83,1,4,747,28,1.125,693,74,True,False,False,False,True,False,True,True,True,False,False,False,False,True,False,True,True,False,False,False,True,True,9,62
18,72,7,93,1,3,1674,21,2.25,1296,75,False,True,False,True,True,False,True,True,False,True,False,True,True,False,True,False,False,False,False,True,False,False,18,66
21,97,7,99,1,3,2079,21,2.625,2037,78,False,True,True,False,False,False,True,True,False,False,False,True,True,False,False,False,False,True,False,True,False,True,21,71
23,75,8,61,2,2,1403,16,2.5555555555555554,1725,38,True,False,True,False,True,False,False,True,True,False,False,True,True,False,True,False,True,False,False,False,False,True,46,64
17,90,8,56,0,4,952,32,1.8888888888888888,1530,39,False,True,False,True,True,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False,0,67
20,81,8,87,1,3,1740,24,2.2222222222222223,1620,67,False,True,False,True,False,False,True,True,False,False,False,True,False,True,False,False,True,False,False,True,True,False,20,68
5,88,7,59,3,3,295,21,0.625,440,54,False,True,False,True,False,False,True,True,True,False,False,True,True,False,False,False,False,False,False,True,False,False,5,63
16,70,6,79,0,3,1264,18,2.2857142857142856,1120,63,True,False,False,True,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,32,64
23,98,6,77,1,1,1771,6,3.2857142857142856,2254,54,False,False,False,False,True,False,True,True,True,False,False,False,True,True,False,False,False,True,False,True,False,False,23,74
14,81,5,78,2,4,1092,20,2.3333333333333335,1134,64,True,False,False,True,True,False,True,True,False,False,False,False,True,False,True,False,False,True,False,True,True,True,14,68
20,93,6,82,1,3,1640,18,2.857142857142857,1860,62,False,True,False,True,True,True,False,False,False,True,False,False,True,False,True,True,True,False,True,False,False,True,0,68
23,75,6,93,2,3,2139,18,3.2857142857142856,1725,70,False,False,False,False,True,False,True,False,False,True,True,False,True,True,False,False,False,True,True,False,False,False,23,69
18,64,9,64,4,4,1152,36,1.8,1152,46,True,False,False,True,True,False,True,True,True,False,False,True,True,False,False,True,True,False,False,True,True,True,18,61
21,87,5,78,1,2,1638,10,3.5,1827,57,True,False,False,False,True,False,False,True,True,False,False,True,False,False,True,False,True,False,False,True,False,True,42,69
14,60,9,67,3,3,938,27,1.4,840,53,True,False,True,False,True,True,False,True,False,False,False,False,True,False,True,False,True,False,False,True,False,True,0,61
19,79,7,66,3,3,1254,21,2.375,1501,47,False,True,False,False,True,True,False,True,False,False,False,True,True,False,True,True,True,False,False,True,True,True,0,67
24,68,7,51,0,4,1224,28,3.0,1632,27,True,False,False,False,False,False,True,True,True,False,True,False,False,True,False,False,True,False,False,True,False,True,24,63
21,85,8,80,3,3,1680,24,2.3333333333333335,1785,59,False,True,False,True,False,False,True,True,True,False,False,False,True,False,True,True,False,False,True,False,False,True,21,68
16,99,5,99,0,5,1584,25,2.6666666666666665,1584,83,False,True,False,True,False,True,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,0,68
21,79,6,88,2,1,1848,6,3.0,1659,67,False,True,True,False,True,True,False,True,False,False,False,True,True,True,False,False,True,False,False,True,True,True,0,67
24,93,5,62,1,3,1488,15,4.0,2232,38,True,False,False,True,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,48,69
8,80,6,86,2,3,688,18,1.1428571428571428,640,78,False,False,False,True,False,False,True,True,True,False,False,True,True,True,False,False,True,False,False,True,True,False,8,64
27,80,6,65,1,4,1755,24,3.857142857142857,2160,38,True,False,True,False,False,True,False,True,True,False,False,True,True,False,True,False,False,True,False,True,True,True,0,67
18,97,9,88,1,3,1584,27,1.8,1746,70,False,True,False,False,False,True,False,True,False,False,False,True,True,True,False,True,True,False,False,True,False,True,0,70
23,96,6,93,5,4,2139,24,3.2857142857142856,2208,70,True,False,False,False,True,True,False,True,True,False,False,True,True,False,False,False,True,False,False,True,False,True,0,72
27,91,4,67,1,2,1809,8,5.4,2457,40,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,True,False,False,True,27,71
12,72,6,50,1,3,600,18,1.7142857142857142,864,38,False,True,False,True,False,False,False,True,True,False,False,True,True,False,True,False,False,False,False,True,True,False,24,62
16,82,8,65,2,5,1040,40,1.7777777777777777,1312,49,False,True,False,True,True,False,False,True,True,False,False,True,False,False,True,True,False,True,False,True,True,True,32,67
18,69,9,60,3,2,1080,18,1.8,1242,42,False,True,False,False,True,False,True,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,18,64
15,78,7,81,0,2,1215,14,1.875,1170,66,False,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,True,False,False,True,True,False,15,64
30,79,6,65,1,4,1950,24,4.285714285714286,2370,35,False,False,False,True,False,False,True,True,True,False,False,True,True,False,False,False,False,True,False,True,False,False,30,70
15,93,7,52,3,5,780,35,1.875,1395,37,False,True,False,True,True,False,True,True,True,False,False,True,True,False,False,False,False,False,False,True,False,False,15,68
17,96,8,77,1,3,1309,24,1.8888888888888888,1632,60,False,True,False,True,False,False,True,True,False,True,False,True,True,True,False,False,False,True,False,True,False,False,17,70
21,77,5,94,1,3,1974,15,3.5,1617,73,False,True,True,False,True,True,False,True,False,True,False,False,True,False,False,False,True,False,False,False,True,True,0,65
13,61,7,73,2,2,949,14,1.625,793,60,True,False,True,False,False,True,False,True,False,False,False,True,True,False,True,False,True,False,False,True,False,True,0,59
18,94,7,69,1,2,1242,14,2.25,1692,51,False,True,False,True,True,False,True,True,False,True,False,False,True,False,True,False,True,False,False,False,False,False,18,69
22,67,7,59,2,3,1298,21,2.75,1474,37,False,True,False,True,True,False,False,True,True,False,False,False,True,False,True,False,False,True,False,True,True,False,44,67
18,85,7,69,2,4,1242,28,2.25,1530,51,False,True,False,False,False,False,True,True,True,False,False,True,False,False,True,False,True,False,False,True,True,False,18,68
19,61,6,67,1,1,1273,6,2.7142857142857144,1159,48,False,True,False,True,False,True,False,True,False,True,False,True,True,False,True,False,False,False,False,True,True,False,0,62
17,76,8,100,0,4,1700,32,1.8888888888888888,1292,83,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,True,False,True,False,True,False,0,65
11,99,7,52,0,5,572,35,1.375,1089,41,False,False,False,True,True,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,11,69
22,64,7,62,3,4,1364,28,2.75,1408,40,False,True,False,True,True,False,True,True,True,False,False,True,False,True,False,False,False,True,True,False,False,False,22,65
31,77,5,53,1,2,1643,10,5.166666666666667,2387,22,False,False,True,False,True,False,False,True,False,True,False,True,True,True,False,False,True,False,False,True,False,True,62,68
20,72,8,93,4,2,1860,16,2.2222222222222223,1440,73,False,False,True,False,True,False,True,True,True,False,False,False,True,False,True,False,True,False,False,True,True,True,20,68
21,96,6,71,3,3,1491,18,3.0,2016,50,False,False,False,True,True,False,False,False,False,True,False,True,True,False,False,False,True,False,False,True,False,False,42,71
24,95,9,90,3,4,2160,36,2.4,2280,66,False,True,True,False,True,False,True,True,True,False,True,False,True,False,True,False,True,False,True,False,True,True,24,71
12,70,5,85,1,3,1020,15,2.0,840,73,False,False,False,True,False,False,False,True,False,False,False,True,True,False,True,False,False,True,False,True,False,False,24,66
30,63,8,96,4,3,2880,24,3.3333333333333335,1890,66,False,True,False,False,True,False,True,True,True,False,False,True,False,False,True,False,False,True,False,True,False,False,30,71
21,85,4,51,2,3,1071,12,4.2,1785,30,False,True,False,True,False,True,False,True,True,False,False,True,True,True,False,False,False,False,False,True,False,False,0,66
30,73,4,60,0,4,1800,16,6.0,2190,30,False,False,True,False,False,False,True,True,True,False,True,False,False,False,True,False,True,False,True,False,False,True,30,66
16,87,6,85,2,1,1360,6,2.2857142857142856,1392,69,False,False,False,False,True,False,True,True,False,True,False,False,True,True,False,False,True,False,False,True,False,False,16,69
31,61,4,79,0,3,2449,12,6.2,1891,48,False,True,False,True,False,False,True,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,31,65
25,65,8,85,2,3,2125,24,2.7777777777777777,1625,60,False,False,True,False,True,False,True,True,True,False,False,True,True,False,False,False,False,True,False,True,False,True,25,66
23,87,7,79,2,2,1817,14,2.875,2001,56,False,True,True,False,False,False,True,True,False,True,False,True,True,True,False,False,True,False,False,False,True,True,23,67
21,68,9,79,1,4,1659,36,2.1,1428,58,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,0,66
19,94,7,97,0,3,1843,21,2.375,1786,78,False,True,False,True,False,False,True,True,False,True,False,True,True,True,False,False,True,False,False,True,False,False,19,69
27,62,7,96,2,4,2592,28,3.375,1674,69,False,False,True,False,False,False,True,True,True,False,False,True,True,True,False,False,True,False,False,True,True,True,27,66
21,69,7,52,0,3,1092,21,2.625,1449,31,False,False,False,True,True,True,False,True,True,False,False,True,True,False,False,False,False,True,False,True,True,False,0,64
8,100,6,71,0,2,568,12,1.1428571428571428,800,63,False,False,False,False,True,False,True,True,True,False,False,False,True,False,True,False,False,True,False,True,False,False,8,70
13,77,6,76,1,4,988,24,1.8571428571428572,1001,63,True,False,False,True,True,True,False,False,False,True,True,False,False,True,False,False,False,False,True,False,True,True,0,62
19,88,5,68,1,5,1292,25,3.1666666666666665,1672,49,True,False,False,True,True,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,True,38,67
22,67,8,52,1,2,1144,16,2.4444444444444446,1474,30,True,False,False,True,False,False,True,True,False,True,True,False,True,False,False,True,False,False,True,False,False,True,22,60
20,84,7,74,1,3,1480,21,2.5,1680,54,True,False,True,False,False,True,False,True,False,False,False,True,True,True,False,False,False,True,False,True,False,True,0,66
27,89,7,99,0,2,2673,14,3.375,2403,72,False,True,False,True,True,False,True,True,False,True,False,False,True,False,True,False,True,False,False,True,False,False,27,72
8,73,10,54,2,3,432,30,0.7272727272727273,584,46,False,True,False,False,True,False,True,True,False,True,False,True,True,False,True,False,True,False,False,True,True,False,8,63
21,93,6,91,1,3,1911,18,3.0,1953,70,True,False,True,False,True,True,False,True,False,False,False,True,True,False,False,False,False,True,False,True,True,True,0,69
9,84,7,60,1,3,540,21,1.125,756,51,False,False,False,False,True,False,False,True,True,False,False,True,False,False,True,False,False,False,True,False,True,False,18,66
25,76,7,79,2,2,1975,14,3.125,1900,54,False,True,False,True,True,False,True,True,False,True,False,True,True,False,True,False,False,False,False,True,True,False,25,69
19,82,9,69,2,3,1311,27,1.9,1558,50,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,True,False,0,68
23,83,7,67,3,4,1541,28,2.875,1909,44,False,True,True,False,False,False,True,True,True,False,True,False,True,False,False,False,True,False,True,False,False,True,23,66
15,67,7,94,0,2,1410,14,1.875,1005,79,False,True,False,True,True,True,False,True,False,False,True,False,False,False,True,False,False,True,True,False,True,False,0,63
28,76,10,99,1,3,2772,30,2.5454545454545454,2128,71,False,True,False,True,True,False,False,True,False,True,False,True,True,True,False,False,True,False,False,True,True,False,56,70
26,74,6,69,2,4,1794,24,3.7142857142857144,1924,43,False,True,False,True,False,False,True,True,True,False,False,False,True,False,True,False,False,True,True,False,True,False,26,68
24,76,7,82,2,4,1968,28,3.0,1824,58,False,True,False,True,True,False,True,True,False,True,False,True,True,False,True,False,False,False,False,False,True,False,24,68
19,90,8,78,1,3,1482,24,2.111111111111111,1710,59,False,True,False,True,False,False,True,True,True,False,False,True,False,True,False,False,True,False,True,False,True,False,19,67
23,79,6,54,1,1,1242,6,3.2857142857142856,1817,31,False,False,False,False,True,True,False,True,True,False,False,True,True,True,False,False,True,False,True,False,True,False,0,67
16,98,8,52,3,3,832,24,1.7777777777777777,1568,36,False,False,True,False,True,False,True,True,True,False,False,False,True,True,False,False,False,False,True,False,False,True,16,69
25,72,6,89,3,5,2225,30,3.5714285714285716,1800,64,False,True,False,True,False,True,False,True,True,False,False,False,True,True,False,False,True,False,False,True,True,False,0,68
30,77,9,70,0,1,2100,9,3.0,2310,40,False,True,True,False,True,False,True,True,False,True,False,False,True,True,False,False,True,False,True,False,True,True,30,67
26,91,8,65,0,2,1690,16,2.888888888888889,2366,39,False,False,False,True,True,True,False,True,False,True,False,False,True,True,False,False,True,False,True,False,True,False,0,70
16,82,7,99,3,3,1584,21,2.0,1312,83,False,False,False,False,False,True,False,True,False,True,False,True,True,False,True,False,False,True,True,False,True,False,0,70
22,82,5,54,2,2,1188,10,3.6666666666666665,1804,32,False,True,True,False,False,False,True,True,False,True,False,True,True,True,False,False,False,False,True,False,True,True,22,66
12,62,6,63,0,2,756,12,1.7142857142857142,744,51,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,False,True,False,False,True,True,False,24,61
23,76,7,93,2,2,2139,14,2.875,1748,70,True,False,False,False,True,False,True,True,True,False,False,True,True,False,False,False,False,False,False,True,True,True,23,68
23,71,8,71,1,2,1633,16,2.5555555555555554,1633,48,True,False,False,True,True,True,False,True,True,False,True,False,True,True,False,False,False,True,False,True,False,True,0,64
9,100,7,79,1,2,711,14,1.125,900,70,True,False,True,False,False,False,True,True,True,False,False,True,True,False,True,False,False,True,False,True,True,True,9,66
13,72,8,52,3,4,676,32,1.4444444444444444,936,39,True,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,True,False,False,True,True,True,13,65
18,95,8,96,3,6,1728,48,2.0,1710,78,False,True,False,False,False,False,True,True,False,True,True,False,True,False,False,False,False,True,False,True,True,False,18,73
18,87,8,57,3,4,1026,32,2.0,1566,39,True,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,True,True,True,18,66
13,74,7,61,2,3,793,21,1.625,962,48,False,False,False,False,True,False,True,True,True,False,False,True,True,False,True,False,True,False,True,False,True,False,13,65
22,82,7,58,0,4,1276,28,2.75,1804,36,False,True,False,False,True,False,True,True,False,True,False,True,True,False,False,False,False,False,False,True,True,False,22,68
22,94,7,75,0,3,1650,21,2.75,2068,53,False,True,False,True,True,True,False,True,True,False,False,False,True,True,False,False,True,False,False,True,True,False,0,69
19,95,6,91,1,4,1729,24,2.7142857142857144,1805,72,True,False,False,False,True,False,False,True,False,True,False,False,True,True,False,False,False,False,False,True,True,True,38,72
15,66,9,63,3,3,945,27,1.5,990,48,False,True,False,True,False,False,True,True,False,True,False,True,False,True,False,False,True,False,False,True,True,False,15,63
26,74,8,57,0,1,1482,8,2.888888888888889,1924,31,True,False,False,True,False,False,True,True,False,True,False,True,False,False,True,False,True,False,False,True,True,True,26,65
